"NO_BLUEPRINT_AVAILABLE","Zwiedzaj i znajduj przedmioty, aby odblokować nowe schematy"
"BLUEPRINT_MODELS","PLANY"
"CONFIRM_QUESTION","Potwierdzić?"
"GO_TO_MENU","Przejdź do menu"
"OPTIONS","Opcje"
"RESTART_DAY","Zacznij dzień od nowa"
"SAVE_AND_QUIT","Zapisz i zakończ"
"CHECKPOINT_CONFIRM","Cofnąć do początku tego dnia?"
"QUIT_CONFIRM","Zapisać i wyjść do głównego menu?"
"STATS_TITLE","STATYSTYKI"
"AUTOFILL","Uzupełnij wymagane przedmioty"
"THROW_AWAY","Wyrzuć"
"RENAME_CARD","Zmień nazwę karty"
"THROW_ALL_AWAY","Wyrzuć \nwszystkie"
"THROW_ONE_AWAY","Wyrzuć 1"
"CONFIRM_CAPS","POTWIERDŹ"
"BLUEPRINT_RESEARCHED_TITLE","ZBADANO SCHEMAT"
"BLUEPRINT_RESEARCHED_DESC","Odkryto nowy schemat!"
"PERK_UNLOCKED","ODBLOKOWANO NOWY MODYFIKATOR!"
"SEARCH","Szukaj..."
"WEATHER_INDICATOR","Pogoda:"
"BUY","Kup"
"SURVIVAL_CODEX","PORADNIK PRZETRWANIA"
"DRAG_TO_BUILD","(Przeciągnij tutaj, aby zbudować)"
"MENU","MENU"
"PERK_INSTRUCTIONS","Użyj modyfikatorów, aby stworzyć własne unikalne postacie!"
"FULL_GAME_FEATURES","Wszystkie postacie + Kreator postaci\nWszystkie środowiska wyspy, zwierzęta, uprawy i schematy"
"SAVING_ERROR_TEXT","Wygląda na to, że wystąpił błąd podczas próby zapisania gry.\n\nNiestety oznacza to, że bieżąca gra nie może zostać zapisana. Jeśli otworzyłeś plik zapisu w innym programie, to może być przyczyną błędu, zamknij ten program i spróbuj zapisać ponownie.\n\nJeśli tak nie jest i ta wiadomość nadal się pojawia, powiadom nas na forach Steam i prześlij plik Player.log na adres winterspringgames@gmail.com. Przepraszamy za niedogodności.\n\nW międzyczasie, co chcesz zrobić?"
"FOR_THE_FULL_EXPERIENCE","Aby doświadczyć gry w pełni, kliknij na poniższy obrazek:"
"OPEN_JOURNAL","Otwórz dziennik"
"CONTINUE","Kontynuuj"
"DIARY","Pamiętnik"
"JOURNAL","Dziennik"
"BLUEPRINTS","Schematy"
"WAITING_OPTIONS","Opcje oczekiwania"
"SKILLS","Umiejętności"
"STATS","Statystyki"
"BG_Campfire_GroupName","Ognisko"
"BG_Loom_GroupName","Krosno"
"BG_Puddle_GroupName","Kałuża"
"BG_Raincatcher_GroupName","Łapacz deszczówki"
"BG_Reservoir_GroupName","Zbiornik na wodę"
"BG_Stove_GroupName","Kuchenka"
"Filter_Camp_GameName","Obóz"
"Filter_Crafting_GameName","Wytwarzanie"
"Filter_Food_GameName","Jedzenie"
"Filter_Water_GameName","Woda"
"BedRoll_CardName","Śpiwór"
"BedRoll_CardDescription","Przenośny śpiwór."
"BedRoll_DismantleActions[0].ActionName","Drzemaj"
"BedRoll_DismantleActions[0].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"BedRoll_DismantleActions[0].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"BedRoll_DismantleActions[0].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"BedRoll_DismantleActions[0].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"BedRoll_DismantleActions[0].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"BedRoll_DismantleActions[0].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"BedRoll_DismantleActions[0].StatInterruptions[7].Notification","Nie mogę spać w środku burzy!"
"BedRoll_DismantleActions[0].FadeMessage","Drzemka..."
"BedRoll_DismantleActions[1].ActionName","Śpij"
"BedRoll_DismantleActions[1].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"BedRoll_DismantleActions[1].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"BedRoll_DismantleActions[1].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"BedRoll_DismantleActions[1].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"BedRoll_DismantleActions[1].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"BedRoll_DismantleActions[1].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"BedRoll_DismantleActions[1].StatInterruptions[7].Notification","Nie mogę spać w środku burzy!"
"BedRoll_DismantleActions[1].FadeMessage","Spanie..."
"BedRoll_DismantleActions[2].ActionName","Rozbierz na części"
"BedRustic_CardName","Łóżko rustykalne"
"BedRustic_CardDescription","Ładne, drewniane łóżko. Mój kręgosłup będzie mi za nie wdzięczny."
"BedRustic_DismantleActions[0].ActionName","Drzemaj"
"BedRustic_DismantleActions[0].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"BedRustic_DismantleActions[0].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"BedRustic_DismantleActions[0].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"BedRustic_DismantleActions[0].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"BedRustic_DismantleActions[0].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"BedRustic_DismantleActions[0].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"BedRustic_DismantleActions[0].FadeMessage","Drzemka..."
"BedRustic_DismantleActions[1].ActionName","Śpij"
"BedRustic_DismantleActions[1].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"BedRustic_DismantleActions[1].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"BedRustic_DismantleActions[1].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"BedRustic_DismantleActions[1].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"BedRustic_DismantleActions[1].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"BedRustic_DismantleActions[1].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"BedRustic_DismantleActions[1].FadeMessage","Spanie..."
"BedRustic_DismantleActions[2].ActionName","Rozbierz na części"
"BedWooden_CardName","Łóżko drewniane"
"BedWooden_CardDescription","Ładne i wygodne drewniane łóżko. Mój kręgosłup będzie mi za nie wdzięczny."
"BedWooden_DismantleActions[0].ActionName","Drzemaj"
"BedWooden_DismantleActions[0].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"BedWooden_DismantleActions[0].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"BedWooden_DismantleActions[0].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"BedWooden_DismantleActions[0].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"BedWooden_DismantleActions[0].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"BedWooden_DismantleActions[0].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"BedWooden_DismantleActions[0].FadeMessage","Drzemka..."
"BedWooden_DismantleActions[1].ActionName","Śpij"
"BedWooden_DismantleActions[1].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"BedWooden_DismantleActions[1].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"BedWooden_DismantleActions[1].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"BedWooden_DismantleActions[1].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"BedWooden_DismantleActions[1].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"BedWooden_DismantleActions[1].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"BedWooden_DismantleActions[1].FadeMessage","Spanie..."
"Hammock_CardName","Hamak"
"Hammock_CardDescription","Wygodne łóżko. Mój kręgosłup będzie mi za to naprawdę wdzięczny."
"Hammock_DismantleActions[0].ActionName","Drzemaj"
"Hammock_DismantleActions[0].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"Hammock_DismantleActions[0].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"Hammock_DismantleActions[0].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"Hammock_DismantleActions[0].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"Hammock_DismantleActions[0].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"Hammock_DismantleActions[0].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"Hammock_DismantleActions[0].FadeMessage","Drzemka..."
"Hammock_DismantleActions[1].ActionName","Śpij"
"Hammock_DismantleActions[1].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"Hammock_DismantleActions[1].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"Hammock_DismantleActions[1].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"Hammock_DismantleActions[1].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"Hammock_DismantleActions[1].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"Hammock_DismantleActions[1].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"Hammock_DismantleActions[1].FadeMessage","Spanie..."
"Hammock_DismantleActions[2].ActionName","Rozbierz na części"
"LeafBed_CardName","Łóżko z liści"
"LeafBed_CardDescription","Wygodniejsze niż proste schronienie.\nNależy dbać o jego dobry stan, dodając nowe liście."
"LeafBed_CardInteractions[0].ActionName","Napraw łóżko"
"LeafBed_DismantleActions[0].ActionName","Drzemaj"
"LeafBed_DismantleActions[0].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"LeafBed_DismantleActions[0].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"LeafBed_DismantleActions[0].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"LeafBed_DismantleActions[0].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"LeafBed_DismantleActions[0].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"LeafBed_DismantleActions[0].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"LeafBed_DismantleActions[0].StatInterruptions[7].Notification","Nie mogę spać w środku burzy!"
"LeafBed_DismantleActions[0].FadeMessage","Drzemka..."
"LeafBed_DismantleActions[1].ActionName","Śpij"
"LeafBed_DismantleActions[1].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"LeafBed_DismantleActions[1].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"LeafBed_DismantleActions[1].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"LeafBed_DismantleActions[1].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"LeafBed_DismantleActions[1].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"LeafBed_DismantleActions[1].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"LeafBed_DismantleActions[1].StatInterruptions[7].Notification","Nie mogę spać w środku burzy!"
"LeafBed_DismantleActions[1].FadeMessage","Spanie..."
"MermaidNest_CardName","Gniazdo syreny"
"MermaidNest_CardDescription","Gniazdo zrobione z wodorostów. Pomaga pozostać mokrym i walczyć z chorobą lądową."
"MermaidNest_CardInteractions[0].ActionName","Podlej"
"MermaidNest_CardInteractions[1].ActionName","Podlej"
"MermaidNest_CardInteractions[2].ActionName","Napraw gniazdo"
"MermaidNest_DismantleActions[0].ActionName","Drzemaj"
"MermaidNest_DismantleActions[0].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"MermaidNest_DismantleActions[0].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"MermaidNest_DismantleActions[0].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"MermaidNest_DismantleActions[0].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"MermaidNest_DismantleActions[0].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"MermaidNest_DismantleActions[0].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"MermaidNest_DismantleActions[0].StatInterruptions[7].Notification","Nie mogę spać w środku burzy!"
"MermaidNest_DismantleActions[0].FadeMessage","Drzemka..."
"MermaidNest_DismantleActions[1].ActionName","Śpij"
"MermaidNest_DismantleActions[1].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"MermaidNest_DismantleActions[1].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"MermaidNest_DismantleActions[1].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"MermaidNest_DismantleActions[1].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"MermaidNest_DismantleActions[1].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"MermaidNest_DismantleActions[1].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"MermaidNest_DismantleActions[1].StatInterruptions[7].Notification","Nie mogę spać w środku burzy!"
"MermaidNest_DismantleActions[1].FadeMessage","Spanie..."
"Shelter_CardName","Szałas"
"Shelter_CardDescription","Wygodniejsze niż spanie na ziemi. Zapewnia niewielką ochronę przed deszczem.\nNależy dbać o jego dobry stan, dodając nowe liście."
"Shelter_CardInteractions[0].ActionName","Napraw szałas"
"Shelter_CardInteractions[1].ActionName","Połącz"
"Shelter_DismantleActions[0].ActionName","Drzemaj"
"Shelter_DismantleActions[0].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"Shelter_DismantleActions[0].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"Shelter_DismantleActions[0].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"Shelter_DismantleActions[0].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"Shelter_DismantleActions[0].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"Shelter_DismantleActions[0].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"Shelter_DismantleActions[0].FadeMessage","Drzemka..."
"Shelter_DismantleActions[1].ActionName","Śpij"
"Shelter_DismantleActions[1].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"Shelter_DismantleActions[1].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"Shelter_DismantleActions[1].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"Shelter_DismantleActions[1].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"Shelter_DismantleActions[1].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"Shelter_DismantleActions[1].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"Shelter_DismantleActions[1].FadeMessage","Spanie..."
"Shelter_DismantleActions[2].ActionName","Rozbierz na części"
"ShelteredLeafBed_CardName","Zadaszone łóżko z liści"
"ShelteredLeafBed_CardDescription","Zadaszone łóżko z liści. Łączy zalety łóżka z liści i schronienia!\nNależy dbać o jego dobry stan, dodając nowe liście i trawę."
"ShelteredLeafBed_CardInteractions[0].ActionName","Napraw łóżko"
"ShelteredLeafBed_CardInteractions[1].ActionName","Napraw łóżko"
"ShelteredLeafBed_DismantleActions[0].ActionName","Drzemaj"
"ShelteredLeafBed_DismantleActions[0].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"ShelteredLeafBed_DismantleActions[0].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"ShelteredLeafBed_DismantleActions[0].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"ShelteredLeafBed_DismantleActions[0].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"ShelteredLeafBed_DismantleActions[0].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"ShelteredLeafBed_DismantleActions[0].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"ShelteredLeafBed_DismantleActions[0].FadeMessage","Drzemka..."
"ShelteredLeafBed_DismantleActions[1].ActionName","Śpij"
"ShelteredLeafBed_DismantleActions[1].StatInterruptions[1].Notification","Za bardzo chce mi się pić, żeby usnąć..."
"ShelteredLeafBed_DismantleActions[1].StatInterruptions[2].Notification","Jest mi zbyt gorąco, żeby usnąć..."
"ShelteredLeafBed_DismantleActions[1].StatInterruptions[3].Notification","Jest mi zbyt zimno, żeby usnąć..."
"ShelteredLeafBed_DismantleActions[1].StatInterruptions[4].Notification","Tracę za dużo krwi..."
"ShelteredLeafBed_DismantleActions[1].StatInterruptions[5].Notification","Nie czuję się zbyt dobrze..."
"ShelteredLeafBed_DismantleActions[1].StatInterruptions[6].Notification","Nie czuję się zbyt dobrze..."
"ShelteredLeafBed_DismantleActions[1].FadeMessage","Spanie..."
